Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,System Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,VSenseBatt,VSenseBatt,External ADC A7,External ADC A7,External ADC A6,External ADC A6,External ADC A15,External ADC A15,Internal ADC A13,Internal ADC A13,Pressure,Pressure,Temperature,Temperature,GSR,GSR,GSR Conductance,
RAW,CAL,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,CAL,
no units,mSecs,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,kPa,no units,Celcius*,no units,kOhms,uSiemens,
16264704,115214713.439941,1711748282433.69,12021,-706.409638554217,60679,-120.168674698795,5126,-37.0963855421687,-15617,254.045801526718,-16640,238.427480916031,20479,-312.656488549618,-27643,-40259.5487179487,24329,17823.4432234432,47880,35076.9230769231,29960,21948.7179487179,12552,9195.60439560439,3994.359375,0.937798656540774,47986,128.84303116443,48136,284.671532846715,3.51282051282051,
16297472,115215713.439941,1711748283433.69,12789,-700.240963855422,60167,-129.421686746988,5638,-43.2650602409639,-15617,304.854961832061,-19968,238.427480916031,13567,-207.129770992366,-26875,-39141.0256410256,27913,20449.0842490842,56840,41641.0256410256,57352,42016.1172161172,12552,9195.60439560439,3994.359375,1.50757701092152,50034,139.240223699633,48392,257.207461842849,3.88791208791209,
16330240,115216713.439941,1711748284433.69,12789,-697.156626506024,59911,-129.421686746988,5382,-40.1807228915663,-15617,351.75572519084,-23040,238.427480916031,12543,-191.496183206107,-27643,-40259.5487179487,25609,18761.1721611722,54792,40140.6593406593,58376,42766.3003663004,13064,9570.69597069597,3994.359375,1.85618993388467,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
16395776,115730713.439941,1711748798433.69,13045,-694.072289156627,59655,-132.506024096386,5638,-43.2650602409639,-15617,418.198473282443,-27392,238.427480916031,3327,-50.793893129771,-31739,-46225.0051282051,9993,7320.87912087912,12552,9195.60439560439,4360,3194.13919413919,13320,9758.24175824176,3994.359375,2.53385989623798,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
16428544,115731713.439941,1711748799433.69,12789,-697.156626506024,59911,-129.421686746988,5894,-46.3493975903614,-15617,426.015267175572,-27904,238.427480916031,8703,-132.870229007634,-27899,-40632.3897435897,18953,13884.9816849817,23560,17260.0732600733,35336,25887.1794871795,13320,9758.24175824176,3994.359375,3.6160297016227,58226,180.438164172323,48392,257.207461842849,3.88791208791209,
16461312,115732713.439941,1711748800433.69,12533,-703.325301204819,60423,-126.33734939759,5126,-37.0963855421687,-15617,426.015267175572,-27904,238.427480916031,1791,-27.3435114503817,-29947,-43615.1179487179,18185,13322.3443223443,27400,20073.2600732601,55816,40890.8424908425,12808,9383.15018315018,3994.36328125,3.43216308485301,57458,176.596169311528,48392,257.207461842849,3.88791208791209,
16494080,115733713.439941,1711748801433.69,12021,-703.325301204819,60423,-120.168674698795,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,2047,-31.2519083969466,-27131,-39513.8666666667,23561,17260.8058608059,38408,28137.7289377289,7944,5819.78021978022,13064,9570.69597069597,3994.36328125,2.92659263056031,55410,166.333195830808,48136,284.671532846715,3.51282051282051,
16526848,115734713.439941,1711748802433.69,12277,-703.325301204819,60423,-123.253012048193,5894,-46.3493975903614,-15617,351.75572519084,-23040,238.427480916031,5375,-82.0610687022901,-27899,-40632.3897435897,25097,18386.0805860806,46600,34139.1941391941,22536,16509.8901098901,13064,9570.69597069597,3994.36328125,2.79692057382166,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
16559616,115735713.439941,1711748803433.69,11765,-700.240963855422,60167,-117.084337349398,5894,-46.3493975903614,-15617,355.664122137405,-23296,238.427480916031,9471,-144.595419847328,-27387,-39886.7076923077,26121,19136.2637362637,52488,38452.7472527472,44040,32263.7362637363,13576,9945.78754578755,3994.3671875,2.66601759523996,54386,161.19108498859,48136,284.671532846715,3.51282051282051,
16625152,116249713.439941,1711749317433.69,12277,-703.325301204819,60423,-123.253012048193,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,12031,-183.679389312977,-31739,-46225.0051282051,14857,10884.2490842491,32008,23449.0842490842,6920,5069.59706959707,14857,10884.2490842491,3994.3671875,1.92519444740477,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
16657920,116250713.439941,1711749318433.69,12789,-706.409638554217,60679,-129.421686746988,5382,-40.1807228915663,-15617,390.839694656489,-25600,238.427480916031,18943,-289.206106870229,-31227,-45479.3230769231,11529,8446.15384615385,14344,10508.4249084249,25608,18760.4395604396,14600,10695.9706959707,3994.36328125,1.92518039902239,51570,147.007501031486,48392,257.207461842849,3.88791208791209,
16690688,116251713.439941,1711749319433.69,13045,-703.325301204819,60423,-132.506024096386,5894,-46.3493975903614,-15617,343.93893129771,-22528,238.427480916031,17407,-265.75572519084,-29435,-42869.4358974359,14857,10884.2490842491,14856,10883.5164835165,16904,12383.8827838828,14088,10320.8791208791,3994.36328125,2.66600332248918,54386,161.19108498859,48392,257.207461842849,3.88791208791209,
16723456,116252713.439941,1711749320433.69,12789,-700.240963855422,60167,-129.421686746988,5638,-43.2650602409639,-15617,418.198473282443,-27392,238.427480916031,13055,-199.312977099237,-27899,-40632.3897435897,21257,15572.8937728938,30472,22323.8095238095,59144,43328.9377289377,14600,10695.9706959707,3994.36328125,2.46736542426587,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
16756224,116253713.439941,1711749321433.69,12533,-700.240963855422,60167,-126.33734939759,5638,-43.2650602409639,-15617,394.748091603053,-25856,238.427480916031,9471,-144.595419847328,-27387,-39886.7076923077,24841,18198.5347985348,43272,31701.0989010989,24840,18197.8021978022,14856,10883.5164835165,3994.3515625,2.19842378683287,52594,152.173005207607,48136,284.671532846715,3.51282051282051,
11776,116254713.439941,1711749322433.69,12534,-697.156626506024,59911,-126.349397590361,5382,-40.1807228915663,-15617,441.648854961832,-28928,238.427480916031,2047,-31.2519083969466,-27131,-39513.8666666667,26377,19323.8095238095,52488,38452.7472527472,44808,32826.3736263736,14856,10883.5164835165,3994.3515625,2.26606997322762,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
44544,116255713.439941,1711749323433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,367.389312977099,-24064,238.427480916031,2815,-42.9770992366412,-27899,-40632.3897435897,26377,19323.8095238095,56328,41265.9340659341,58632,42953.8461538461,15112,11071.0622710623,3994.3515625,2.92654958850704,55410,166.333195830808,48392,257.207461842849,3.88791208791209,
77312,116256713.439941,1711749324433.69,12022,-700.240963855422,60167,-120.180722891566,5382,-40.1807228915663,-15617,390.839694656489,-25600,238.427480916031,767,-11.7099236641221,-27131,-39513.8666666667,27145,19886.4468864469,58632,42953.8461538461,3848,2819.04761904762,15113,11071.7948717949,3994.33984375,3.61595704095927,58226,180.438164172323,48392,257.207461842849,3.88791208791209,
142848,116770713.439941,1711749838433.69,12534,-703.325301204819,60423,-126.349397590361,5894,-46.3493975903614,-15617,386.931297709924,-25344,238.427480916031,11775,-179.770992366412,-30971,-45106.482051282,14345,10509.1575091575,23304,17072.5274725275,40456,29638.0952380952,15368,11258.6080586081,3994.33984375,2.73152976693837,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
175616,116771713.439941,1711749839433.69,12278,-706.409638554217,60679,-123.265060240964,5894,-46.3493975903614,-15617,418.198473282443,-27392,238.427480916031,8703,-132.870229007634,-29947,-43615.1179487179,15881,11634.4322344322,20744,15197.0695970696,38152,27950.1831501831,15112,11071.0622710623,3994.3515625,2.60004538317182,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
208384,116772713.439941,1711749840433.69,12278,-700.240963855422,60167,-123.265060240964,5638,-43.2650602409639,-15617,351.75572519084,-23040,238.427480916031,14591,-222.763358778626,-29435,-42869.4358974359,16905,12384.6153846154,22536,16509.8901098901,40968,30013.1868131868,13576,9945.78754578755,3994.3515625,1.36643593569809,49522,136.645576685202,48392,257.207461842849,3.88791208791209,
241152,116773713.439941,1711749841433.69,12534,-703.325301204819,60423,-126.349397590361,5638,-43.2650602409639,-15617,351.75572519084,-23040,238.427480916031,12543,-191.496183206107,-27387,-39886.7076923077,22793,16698.1684981685,35848,26262.2710622711,60680,44454.2124542125,13575,9945.05494505494,3994.3515625,1.57775607769795,50290,140.536465421763,48392,257.207461842849,3.88791208791209,
273920,116774713.439941,1711749842433.69,13046,-697.156626506024,59911,-132.518072289157,5382,-40.1807228915663,-15617,320.488549618321,-20992,238.427480916031,14079,-214.946564885496,-27643,-40259.5487179487,23561,17260.8058608059,41736,30575.8241758242,5384,3944.32234432234,13576,9945.78754578755,3994.3515625,2.46732278134107,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
306688,116775713.439941,1711749843433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,320.488549618321,-20992,238.427480916031,11775,-179.770992366412,-27899,-40632.3897435897,25097,18386.0805860806,48136,35264.4688644689,25608,18760.4395604396,13064,9570.69597069597,3994.3515625,2.13050346166749,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
339456,116776713.439941,1711749844433.69,12534,-700.240963855422,60167,-126.349397590361,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,3327,-50.793893129771,-27643,-40259.5487179487,24329,17823.4432234432,50696,37139.9267399267,39176,28700.3663003663,12808,9383.15018315018,3994.3515625,1.85616188060268,51314,145.714599396085,48136,284.671532846715,3.51282051282051,
372224,116777713.439941,1711749845433.69,12790,-700.240963855422,60167,-129.433734939759,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,4863,-74.2442748091603,-31483,-45852.1641025641,15881,11634.4322344322,32008,23449.0842490842,2312,1693.77289377289,12553,9196.336996337,3994.3515625,2.53383142819166,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
404992,116778713.439941,1711749846433.69,12534,-703.325301204819,60423,-126.349397590361,5638,-43.2650602409639,-15617,453.374045801527,-29696,238.427480916031,1279,-19.5267175572519,-31483,-45852.1641025641,11785,8633.69963369963,14600,10695.9706959707,26888,19698.1684981685,12296,9008.05860805861,3994.3515625,3.37011481106807,57202,175.314737869875,48392,257.207461842849,3.88791208791209,
470528,117292713.439941,1711750360433.69,12278,-703.325301204819,60423,-123.265060240964,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,5631,-85.969465648855,-31227,-45479.3230769231,9737,7133.33333333333,62984,46142.1245421245,34567,25323.8095238095,10760,7882.78388278388,3994.3515625,3.49377161873136,57714,177.877212664284,48136,284.671532846715,3.51282051282051,
503296,117293713.439941,1711750361433.69,12278,-697.156626506024,59911,-123.265060240964,5126,-37.0963855421687,-15617,340.030534351145,-22272,238.427480916031,8959,-136.778625954198,-27899,-40632.3897435897,19209,14072.5274725275,18952,13884.2490842491,31240,22886.4468864469,10504,7695.23809523809,3994.3515625,3.18202469778768,56434,171.468039018049,48392,257.207461842849,3.88791208791209,
536064,117294713.439941,1711750362433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,11007,-168.045801526718,-28411,-41378.0717948718,21257,15572.8937728938,32008,23449.0842490842,264,193.406593406593,10505,7695.9706959707,3994.3515625,2.60004538317182,54130,159.904350835199,48136,284.671532846715,3.51282051282051,
568832,117295713.439941,1711750363433.69,12278,-703.325301204819,60423,-123.265060240964,5382,-40.1807228915663,-15617,336.12213740458,-22016,238.427480916031,14591,-222.763358778626,-27387,-39886.7076923077,24841,18198.5347985348,44040,32263.7362637363,27400,20073.2600732601,10504,7695.23809523809,3994.3671875,2.60010239719002,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
601600,117296713.439941,1711750364433.69,12790,-703.325301204819,60423,-129.433734939759,5638,-43.2650602409639,-15617,332.213740458015,-21760,238.427480916031,11263,-171.954198473282,-27387,-39886.7076923077,26121,19136.2637362637,51208,37515.0183150183,40456,29638.0952380952,9992,7320.14652014652,3994.3671875,2.40058035356703,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
634368,117297713.439941,1711750365433.69,13302,-700.240963855422,60167,-135.602409638554,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,15103,-230.580152671756,-31227,-45479.3230769231,16905,12384.6153846154,34824,25512.0879120879,57096,41828.5714285714,9991,7319.41391941392,3994.3671875,2.130559910824,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
667136,117298713.439941,1711750366433.69,12790,-706.409638554217,60679,-129.433734939759,5638,-43.2650602409639,-15617,316.580152671756,-20736,238.427480916031,7423,-113.328244274809,-31483,-45852.1641025641,12297,9008.79120879121,16136,11821.2454212454,14088,10320.8791208791,9992,7320.14652014652,3994.359375,1.99388479301247,51826,148.2997788902,48392,257.207461842849,3.88791208791209,
699904,117299713.439941,1711750367433.69,12790,-700.240963855422,60167,-129.433734939759,5382,-40.1807228915663,-15617,410.381679389313,-26880,238.427480916031,10239,-156.320610687023,-27643,-40259.5487179487,18697,13697.4358974359,24584,18010.2564102564,40200,29450.5494505494,10248,7507.69230769231,3994.359375,2.40055196484398,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
732672,117300713.439941,1711750368433.69,12534,-697.156626506024,59911,-126.349397590361,5126,-37.0963855421687,-15617,386.931297709924,-25344,238.427480916031,8959,-136.778625954198,-27643,-40259.5487179487,21769,15947.9853479853,34568,25324.5421245421,58376,42766.3003663004,8967,6569.23076923077,3994.359375,2.79690626329059,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
765440,117301713.439941,1711750369433.69,12790,-700.240963855422,60167,-129.433734939759,5382,-40.1807228915663,-15617,394.748091603053,-25856,238.427480916031,7167,-109.419847328244,-27643,-40259.5487179487,23049,16885.7142857143,41224,30200.7326007326,2056,1506.22710622711,9224,6757.50915750916,5274.359375,6.75580504086455,52338,150.882517832861,48136,284.671532846715,3.51282051282051,
830976,117815713.439941,1711750883433.69,12022,-700.240963855422,60167,-120.180722891566,5382,-40.1807228915663,-15617,351.75572519084,-23040,238.427480916031,11775,-179.770992366412,-27899,-40632.3897435897,46601,34139.9267399267,29960,21948.7179487179,47880,35076.9230769231,9480,6945.05494505494,5274.359375,7.41570806523397,54642,162.477326662858,48136,284.671532846715,3.51282051282051,
863744,117816713.439941,1711750884433.69,12022,-700.240963855422,60167,-120.180722891566,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,7167,-109.419847328244,-27899,-40632.3897435897,34825,25512.8205128205,64008,46892.3076923077,53767,39389.7435897436,10504,7695.23809523809,5274.36328125,6.45340059513788,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
896512,117817713.439941,1711750885433.69,12534,-703.325301204819,60423,-126.349397590361,5638,-43.2650602409639,-15617,320.488549618321,-20992,238.427480916031,8447,-128.961832061069,-31227,-45479.3230769231,19977,14635.1648351648,19720,14446.8864468864,38408,28137.7289377289,10248,7507.69230769231,5274.36328125,6.83057696770287,52594,152.173005207607,48136,284.671532846715,3.51282051282051,
929280,117818713.439941,1711750886433.69,12534,-700.240963855422,60167,-126.349397590361,5894,-46.3493975903614,-15617,390.839694656489,-25600,238.427480916031,12031,-183.679389312977,-31483,-45852.1641025641,14089,10321.6117216117,15880,11633.6996336996,23304,17072.5274725275,10760,7882.78388278388,5274.36328125,6.979044095987,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
962048,117819713.439941,1711750887433.69,12534,-697.156626506024,59911,-126.349397590361,6150,-49.433734939759,-15617,324.396946564885,-21248,238.427480916031,10751,-164.137404580153,-27387,-39886.7076923077,21257,15572.8937728938,30728,22511.3553113553,59144,43328.9377289377,10504,7695.23809523809,5274.35546875,6.22312988619579,50546,141.832008109172,48136,284.671532846715,3.51282051282051,
994816,117820713.439941,1711750888433.69,12534,-700.240963855422,60167,-126.349397590361,5638,-43.2650602409639,-15617,383.022900763359,-25088,238.427480916031,10751,-164.137404580153,-27643,-40259.5487179487,23049,16885.7142857143,39688,29075.4578754579,14344,10508.4249084249,12296,9008.05860805861,5274.35546875,6.68068982706821,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
1027584,117821713.439941,1711750889433.69,12278,-697.156626506024,59911,-123.265060240964,5126,-37.0963855421687,-15617,398.656488549618,-26112,238.427480916031,8703,-132.870229007634,-27643,-40259.5487179487,23561,17260.8058608059,43272,31701.0989010989,14088,10320.8791208791,12808,9383.15018315018,5274.35546875,7.19902536014264,53874,158.617113885824,48136,284.671532846715,3.51282051282051,
1060352,117822713.439941,1711750890433.69,12534,-703.325301204819,60423,-126.349397590361,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,10495,-160.229007633588,-27643,-40259.5487179487,23817,17448.3516483516,46600,34139.1941391941,24072,17635.1648351648,12296,9008.05860805861,5274.359375,7.69918321538948,55666,167.617565290017,48392,257.207461842849,3.88791208791209,
1093120,117823713.439941,1711750891433.69,12790,-700.240963855422,60167,-129.433734939759,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,9983,-152.412213740458,-27899,-40632.3897435897,25097,18386.0805860806,50184,36764.8351648352,36616,26824.9084249084,13320,9758.24175824176,5274.359375,7.19903960011667,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
1125888,117824713.439941,1711750892433.69,12790,-703.325301204819,60423,-129.433734939759,5894,-46.3493975903614,-15617,375.206106870229,-24576,238.427480916031,6655,-101.603053435115,-27387,-39886.7076923077,26377,19323.8095238095,55560,40703.2967032967,55816,40890.8424908425,13832,10133.3333333333,5274.359375,6.60526408390478,51826,148.2997788902,48392,257.207461842849,3.88791208791209,
1158656,117825713.439941,1711750893433.69,12278,-697.156626506024,59911,-123.265060240964,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,8191,-125.053435114504,-31227,-45479.3230769231,16905,12384.6153846154,36616,26824.9084249084,3592,2631.50183150183,13576,9945.78754578755,5274.36328125,6.37697200524455,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
1191424,117826713.439941,1711750894433.69,12022,-694.072289156627,59655,-120.180722891566,5382,-40.1807228915663,-15617,351.75572519084,-23040,238.427480916031,10239,-156.320610687023,-31227,-45479.3230769231,12553,9196.336996337,18696,13696.7032967033,23560,17260.0732600733,13576,9945.78754578755,5274.36328125,6.52950416180876,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
1224192,117827713.439941,1711750895433.69,12278,-697.156626506024,59911,-123.265060240964,5126,-37.0963855421687,-15617,383.022900763359,-25088,238.427480916031,7423,-113.328244274809,-30203,-43987.958974359,13321,9758.97435897436,12040,8820.51282051282,8968,6569.96336996337,13832,10133.3333333333,5274.36328125,6.979044095987,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
1256960,117828713.439941,1711750896433.69,12278,-700.240963855422,60167,-123.265060240964,5382,-40.1807228915663,-15617,410.381679389313,-26880,238.427480916031,8191,-125.053435114504,-27899,-40632.3897435897,20489,15010.2564102564,25608,18760.4395604396,41992,30763.36996337,14600,10695.9706959707,5274.359375,8.17952902557823,57458,176.596169311528,48136,284.671532846715,3.51282051282051,
